Region/Country/Area,,Year,Series,Value,Footnotes,Source
388,Jamaica,2017,Forest cover (thousand hectares),335.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2017,Arable land (% of total land area),11.0803,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2017,Permanent crops (% of total land area),8.7719,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2017,Forest cover (% of total land area),30.9511,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
388,Jamaica,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),29.4569,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
388,Jamaica,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),29.4569,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
392,Japan,2005,Land area (thousand hectares),36450,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2005,Arable land (thousand hectares),4360,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2005,Permanent crops (thousand hectares),332,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2005,Forest cover (thousand hectares),24935,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2005,Arable land (% of total land area),11.9616,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2005,Permanent crops (% of total land area),0.9108,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2005,Forest cover (% of total land area),68.4088,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),60.3636,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
392,Japan,2010,Land area (thousand hectares),36455,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2010,Arable land (thousand hectares),4282,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2010,Permanent crops (thousand hectares),311,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2010,Forest cover (thousand hectares),24966,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2010,Arable land (% of total land area),11.746,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2010,Permanent crops (% of total land area),0.8531,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2010,Forest cover (% of total land area),68.4844,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),60.8654,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
392,Japan,2017,Land area (thousand hectares),36456,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2017,Arable land (thousand hectares),4161,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2017,Permanent crops (thousand hectares),283,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2017,Forest cover (thousand hectares),24958,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2017,Arable land (% of total land area),11.4138,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2017,Permanent crops (% of total land area),0.7763,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2017,Forest cover (% of total land area),68.4606,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
392,Japan,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),64.8271,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
392,Japan,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),64.8271,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
400,Jordan,2005,Land area (thousand hectares),8824,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2005,Arable land (thousand hectares),185,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2005,Permanent crops (thousand hectares),86,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2005,Forest cover (thousand hectares),97.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2005,Arable land (% of total land area),2.0966,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2005,Permanent crops (% of total land area),0.9746,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2005,Forest cover (% of total land area),1.1049,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),7.0838,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
400,Jordan,2010,Land area (thousand hectares),8878,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2010,Arable land (thousand hectares),177.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2010,Permanent crops (thousand hectares),82.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2010,Forest cover (thousand hectares),97.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2010,Arable land (% of total land area),2.0005,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2010,Permanent crops (% of total land area),0.9315,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2010,Forest cover (% of total land area),1.0982,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),7.3275,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
400,Jordan,2017,Land area (thousand hectares),8878,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2017,Arable land (thousand hectares),187,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2017,Permanent crops (thousand hectares),78,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2017,Forest cover (thousand hectares),97.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2017,Arable land (% of total land area),2.1063,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2017,Permanent crops (% of total land area),0.8786,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2017,Forest cover (% of total land area),1.0982,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
400,Jordan,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),10.2299,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
400,Jordan,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),13.4833,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
398,Kazakhstan,2005,Land area (thousand hectares),269970,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
398,Kazakhstan,2005,Arable land (thousand hectares),28562.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
